,titles,reviews,date_of_review,date_of_travel,locations,destinations,class,number_of_reviews,ratings
500,Very good,Clean and comfortable small plane flight. Free drink and sandwich is a nice surprise in these days of charge charge charge., May 2019,19-Mar,"Warrington, United Kingdom",Luxembourg - Frankfurt,Economy,"1,181",4
501,Father and son traveling with Lufthansa,Excellent treatment from A-Z which has started at the check-in with a friendly staff who was very helpful and explained how we should further proceed. The lounge was a bit crowded but had a pleasant atmosphere with a good view to the runway. The flight as such was very‚, May 2019,19-Apr,"Orlando, Florida",Boston - Frankfurt,Business Class,51,4
502,Not the best,Packed double-decker 747 takes off from Frankfurt to Chicago.  20 minutes later the pilot announces  that they just lost one of the four engines.  Has to circle for an hour to dump fuel and then returned to Frankfurt.  My spouse was rebooked the next morning out of Amsterdam; I‚, May 2019,19-Apr,"Chicago, Illinois",Frankfurt - Chicago,Business Class,124,3
503,Nice flight,Flight was full. The meals were fine and they came around throughout the flight with water or juice. I thought the meals were tasty. Movie options were fine. They arrived on time., May 2019,19-Apr,"Charlotte, North Carolina",Johannesburg - Frankfurt,Economy,301,4
504,Narrow seats ,"I‚Äôd give this flight 4 or 5 stars would the seats been a little wider and comfortable. The flight attendants were super friendly and accommodating, but I‚Äôm a fairly tall guy 6‚Äô3‚Äù and lbs 220 which isn‚Äôt extraordinary, and I had had a hard time getting a restful sleep in the‚", May 2019,19-May,"Marco Island, Florida",Shanghai - Munich,Business Class,131,3
505,Service needs polishing off,"Compared to Swiss, Lufthansa's service was lacking. The food was not as tasty and could be described as rather bland. It was served via a trolley and you were given your food first and had to wait for the drinks which is never a good thing when one is thirsty. The food had its‚", May 2019,19-Apr,"Edgware, United Kingdom",Athens - Munich,Business Class,68,3
506,"Lufthansa seem to have forgotten the word ""service""!","I used to love flying with Lufthansa, modern planes, great service etc. Well, they still have modern planes, but the great service has been going downhill for many years and the service on this flight was almost non existent. I've flown Premium Economy with various airlines‚", Apr 2019,19-Mar,"Mirfield, United Kingdom",Munich - Beijing,Premium Economy,236,1
507,Short on aviation fuel,The flight was comfortable with good service.  Departure was delayed due to lack of fuel in Lisbon because of the fuel transportation strike.  Fortunately had enough fuel to fly to Bilbao Spain on the way to Frankfurt.  Small additional delay refueling the plane and we were on‚, Apr 2019,19-Apr,"Marlborough, Massachusetts",Lisbon - Frankfurt,Economy,5,5
508,747 Size Service,"What a pleasure it was to experience Lufthansa Boeing 747 direct service Vancouver - Frankfurt. The 9.5 hrs went by surprisingly quickly. Large plane, good seating, efficient and timely cabin crew operating with military precision. Blankets, pillows, two meals, wine, drinks,‚", Apr 2019,19-Apr,west vancouver,Vancouver - Frankfurt,Economy,23,5
509,GREAT LONG HAUL FLIGHT,"We flew Lufthansa from FRA ‚Äì SAN on 03/25. We almost missed this flight due to a late inbound Lufthansa flight. We arrived at the gate at 0954 with a scheduled departure of 1000. This plane was an A340-300 in a 2 ‚Äì 4 ‚Äì 2 economy configuration. I must say that this plane, even in‚", Apr 2019,19-Apr,"Murrieta, California",Frankfurt - San Diego,Economy,"8,161",4
510,LATE FLIGHT,"Lufthansa 243 from FCO ‚Äì FRA This was the first leg of our flight to SAN. By schedule from Lufthansa, we had 65 minutes to change plans in Frankfurt, which should have been enough. However, we waited at the gate for 22 minutes for 4 passengers, who NEVER showed up. We actually‚", Apr 2019,19-Apr,"Murrieta, California",Rome - Frankfurt,Economy,"8,161",2
511,This airline  usualy is punctual nut not this time,"We were waiting at gate almost one hour without aby reports how long we must wait .Aircraft arrived late, but even then cleaning or something else lasted too long. Food in business class wad not so excellent. Steward was tired and not so pleasant", Apr 2019,19-Apr,"Ramuciai, Lithuania",Frankfurt - Vilnius,Business Class,238,3
512,Very nice airline,"I personally recommend travelling with this airline, it has a very good service and everything looks new, Sara was super nice in my Flight!", Apr 2019,19-Apr,,Houston - Frankfurt,Premium Economy,3,4
513,Great Airline - Horrible Seat (95A),"I love Lufthansa, flying around 4-5 long-haul trips a year.  I would consider it a very efficient airline, decent food, good entertainment choices, yeah - pretty much it's all good.  When I fly the 380, I prefer to sit in the upper deck (economy) for obvious reasons.  HOWEVER,‚", Apr 2019,19-Apr,,Los Angeles - Munich,Economy,1,4
514,Most Direct Flight Seattle to Portugal,Definitely pay for the premium economy or better seats. It is worth it alone for the extra leg room and seat width. Economy will leave you like a pretzel., Apr 2019,19-Apr,,Seattle - Lisbon,Premium Economy,32,4
515,Great assistance,Due to a very tight time to change planes in Frankfurt I was very worried my husband would not manage it. I called Lufthansa the evening before the flight and asked for assistance. He was picked up by a staff member by wheelchair who helpfully accompanied us to the next gate.‚, Apr 2019,19-Apr,"Weddelbrook, Germany",Hamburg - Valletta,Economy,14,5
516,Excellent service ,Excellent service on both departure and return. That were so friendly. Went out their way to please. Would definitely recommend to others. The only downside was Frankfurt airport. Totally useless. Didn't want to help you at all. You were basically left to make your own way‚, Apr 2019,NA,"Manchester, United Kingdom",Manchester - Beirut,Economy,21,5
517,AeroBus A320,Our Buisness Class flight was all that I expected. The plane was crisply clean and worth the price.The seats not only folded back into a bed but there was a comfort control on the firmness of nether surface. A feather type pillow and quilt added much. There was a choice of‚, Apr 2019,19-Apr,"Lake Como, Italy",Boston - Milan,Business Class,55,4
518,Worse than low cost carriers,"Hi,  Basically when you pay around 450 USD for a flight unlike 50 for Ryanair, Wizzair, Easyjet you usually also expect a difference in quality. You expect to: - not have 30 min delays - to have airline people inside the plane call the destination airport when close to arriving‚", Apr 2019,19-Apr,,Basel - Bucharest,Economy,1,1
519,Comfortable flight,"Comfortable, if you have a window seat, it's difficult to get to aisle without interrupting your seat mate.  The food and service were very good.  Pajama top along with amenity kit was interesting.", Apr 2019,19-Apr,"Temecula, California",Los Angeles - Frankfurt,Business Class,25,4
520,A350 Economy Seats Way Too Tight!,"Lufthansa provided terrific in-cabin service, however the flight was terrible because the spacing between rows of seat was horrible! We just could'nt sleep in the overnight transatlantic flight.  Avoid the A350 plane.  Conversely, our return flight on the Lufthansa Boeing 747‚", Apr 2019,19-Apr,"Toronto, Canada",Toronto - Munich,Economy,88,2
521,Better than most ,"We flew from London Heathrow to Sibiu (Romania) via Munich.   This was my first experience with Lufthansa and I was very impressed. All of our flights left on time, the crew were friendly and the in-flight experience was comfortable. We particularly enjoyed the complementary‚", Apr 2019,19-Feb,United Kingdom,London - Sibiu,Economy,"1,205",4
522,Long weekend trip with my wife,"Great network, perfect connections and frequencies! We have flown via Munich airport,  amazing terminal which I highly recommend!", Apr 2019,19-Mar,"Sofia, Bulgaria",Sofia - Lisbon,Economy,41,5
523,Never a bad Lufthansa flight,"Connected from Paris.  Flights were on time, check-in went very smoothly and we were allowed to check bags from Paris through to Newark without charge.  Lay-over time was just right.  Absolutely nothing to complain about. I love Lufthansa and don't mind paying a few dollars more‚", Apr 2019,19-Mar,"Sauquoit, New York",Munich - Newark,Economy,35,5
524,Reliable;efficient,The amenities and service were very good and the lounge offered a wide selection of food and drink while passengers waited. Everyone was helpful and made sure I got to where I was supposed go. The cabin was comfortable but the seat/bed pod was a bit cramped. The best business‚, Apr 2019,19-Mar,"Parksville, Canada",Vancouver - Frankfurt,Business Class,265,4
