,titles,reviews,date_of_review,date_of_travel,locations,destinations,class,number_of_reviews,ratings
499,Poor experience,"Itâ€™s my first time flying in this airline and for sure Iâ€™m not going to use it ever again, is the worth experience in my whole life, I feel outrage. After being a few minutes from arriving in Cuba  the plane had â€œmechanical issuesâ€ (if they would had checked the plane rightâ", Aug 2019,Aug-19,,Miami - Varadero,Economy,1,1
500,Worst flight back from West Coast in decades,"Well, my seat would not recline and the design of the seats meant that even at 5'10"" my shoulders were pushed forward and I sat hunched over for the entire flight. Half way through my back started to spasm and my arm went numb with the discomfort. The cabin was so cold for theâ", Aug 2019,Aug-19,"St Leonards, United Kingdom",Los Angeles - London,Economy,37,3
501,Utterly Disgraceful,"Whilst claiming to be â€œconstantly updating their fleetâ€, is still using the oldest passenger aircraft in the sky (circa 1983), some of which have received absolutely no updates, not even a wifi installation.  Three quarters of the aircraft I have flown with this airline are likeâ", Aug 2019,Aug-19,"Canberra, Australia",Honolulu - Washington DC,First Class,23,1
502,Baggage damages,So he is another example of American Airlines and this companies poor customer service. This was the last leg of our international flight. The first leg of the flight they sat me and my wife 15 rows away from each other. It got worse when we were in the Charlotte air space andâ, Aug 2019,Aug-19,,Charlotte - Columbia,Economy,4,1
503,Worst experience,This has been the worst travel experience. They canceled and delayed everyoneâ€™s flights and then they are rude and donâ€™t even care that everyoneâ€™s schedules are messed up. I have yet to talk to a person on this trip that had their flight be at the right time or even day!!! Veryâ, Aug 2019,Aug-19,,Washington DC - Rome,Economy,1,1
504,Let down again.,"Once again I find myself trapped in a terminal because American airlines doesn't have a plan to respond to delays. Pilots get timed out with no additional pilots on standby. Once again their deficiency is subsidized by the time and spending of hundreds of their passengers, inâ", Aug 2019,Aug-19,,West Palm Beach - Dayton,Economy,1,1
505,Not good ,"Over the last year we have travelled with a number of airlines on long haul flights. This was by far the worst. Awful food, little leg room, rude staff and don't get why they looked so scruffy and unprofessional. Would never choose to go with them again. ", Aug 2019,NA,"Farnham, United Kingdom",Los Angeles - London,Economy,41,1
506,Good service and friendly attendants,"The flight was good...the flight attendant friendly.  The flight was late in leaving Phila. since it was a snowy day and very cold, so the airport was deicing planes and that created delays.  Otherwise I had no problems.", Aug 2019,Mar-19,"Havertown, Pennsylvania",Philadelphia - Minneapolis,First Class,150,5
507,Unfriendly!,"To start with, the cabin temperature was frigid, and despite comments, they never got it sorted.   The flight attendants weren't especially friendly on the way out from London, but on the way back, the lot we had back in economy did not know how to smile. The food was veryâ", Aug 2019,Aug-19,"London, United Kingdom",London - Los Angeles,Economy,247,2
508,Accountant,My fiancÃ© and I have been waiting for our flight to depart for 2hr now.  Our flight departure time changed 5 times and with no explanation.  This is unacceptable and very inconsiderate of our time as customers.  Worst flight customer relation Iâ€™ve ever experienced., Aug 2019,Aug-19,,New York City - Atlanta,Economy,1,1
509,Bad bad bad bad,I got cheated by American Airlines. I have written them twice and am so disappointed with their responses. I have been a loyal customer for over 2 decades and I have had it. I am 6â€™6â€ and I have bought an exit row so I can fit in the seat for almost every flight for over 20â, Aug 2019,Aug-19,,Phoenix - New York City,Premium Economy,14,1
510,check your flight scheduling,"I had a connecting flight from Hartford to Philadelphia with an hour in between to fort lauder but the first plane was an hour late so we missed the connecting flight. Now thereâ€™s not another flight for 17 hours. No one is helpful, the discount for the hotel was like 5% and ourâ", Aug 2019,Aug-19,,Hartford - Fort Myers,Economy,1,1
511,Nothing like a patronizing customer service supervisor,"I had purchased some upgrade coupons in 2018 and tried to use them. I found out that because I was not a gold member I couldn't. I was told at the boarding gate to call customer service and they would refund me. Well, they won't. The supervisor said that all she could do isâ", Aug 2019,Nov-18,,Miami - Seattle,Premium Economy,1,1
512,Flight seating,"What airline does not seat couples together that bought tickets at the same time, 6 months prior, and with the same last name, American Airlines. On our international return flight I was some 10 to 15 rows behind my spouse. We said something at check-in and they referred us toâ", Aug 2019,Aug-19,,Montego Bay - Charlotte,Economy,4,1
513,Bleh!,"So many people warned me not to fly American, but the price was too good to pass up. Anyhow, I wonâ€™t make that mistake again. First, the flight was delayed 2 and a half hours. Then, it had no TVâ€™s or headphone jacks. I mean, I understand some airlines have limited entertainment,â", Aug 2019,Aug-19,"Orange County, California",Dallas - San Diego,Premium Economy,10,2
514,Closed the gate a minute early on 5 people,It started with a weather delay of 30 minutes from St. Louis to Charlotte I got there with 20 minutes till depart waited to get off the plane. (They didnâ€™t even let connecting flights off first I was near the back and had to wait 10 minutes for people to get off)I ran from gateâ, Aug 2019,Aug-19,,Saint Louis - Myrtle Beach,Economy,2,1
515,Normal airline flight.,"Flight personnel were very friendly and accommodating. Trips were smooth, seating was somewhat tight and cramped.", Aug 2019,Aug-19,"New Iberia, Louisiana",Cincinnati - Lafayette,Economy,2,4
516,Unexpected upgrade,My original flight was booked for 9 AM booked about 5 months before departure. About 2 month before my flight it was changed to 7 AM which was great for me as I would arrive to my final destination much earlier. About 8 hour prior to my departure my flight was delayed until 10â, Aug 2019,Aug-19,"New York City, New York",New York City - Cancun,Business Class,36,4
517,O.K. Flight,"People pushing wheelchair very friendly and caring. Flight delayed due to bin not closing. The flight was delayed every 15 minutes for over an hour. Kept saying we would board in 15 minutes, then at that time, they would postpone it again.", Aug 2019,Aug-19,"La Palma, California",Los Angeles - Columbus,Economy,15,4
518,What a boarding mess,"The boarding process was a mess, didnâ€™t announce that was done almost one by one,. When inside the plane the stewards are so cnfuse to organize the boarding that was almost unbelievable.", Aug 2019,Aug-19,"Miami, Florida",Guayaquil - Miami,Economy,856,3
519,Wonderful gate agents and crew,"Flew 6:10 pm flight to Phoenix. Everyone that I came into contact with were pleasant and helpful. Flight boarded on time very organized, full flight and we arrived 15 minutes early into Phoenix. Flight attendants were very friendly and gave us nice service. The buy on boardâ", Aug 2019,Jul-19,"Maricopa, Arizona",Atlanta - Phoenix,Premium Economy,71,5
520,Heading home,"Flight was a breeze, but as usual, getting into PHL is always a challenge.  Landed ahead of time but sat on the taxiway for what was at least 45 minutes waiting for a gate with no comment from the flight deck.  TELL ME WHY WHAT'S GOING ON, DAMMIT!", Aug 2019,Aug-19,"Marlton, New Jersey",St Martin / St Maarten - Philadelphia,Economy,16,4
521,I'm glad we left a day early,"It's a very simple bad review. We were scheduled for an 855a takeoff. Due to unknown issues, we didn't take off untill 515p. Obviously, we had to change our connection in Charlotte. Thanks to that, we ended up in Ft Lauderdale instead of Miami. I think American owes us for theâ", Aug 2019,Apr-19,"Pensacola, Florida",Dayton - Charlotte,Economy,34,2
522,Best Ground and air service ,"This is first time I have used American Airlines for my family trip to Houston, both way service was excellent on Ground, traveling with seniors was easy ground crew exactly know what they are doing, even Gate staff was excellent in their service if I can give more then 5 starsâ", Aug 2019,NA,,Houston - Toronto,Economy,55,5
523,This is your warning!,Dont do it. No matter how good the price they will delay you or cancel you. I was delayed 3 times on the way to my destination and again on the way back. Its absolutely ridiculous. Whatever is going on they need to fix now before they are out of business. I would pay 3 timesâ, Aug 2019,NA,,Miami - Columbus,Economy,2,1
524,American Fails Again,Flying American is always a crapshoot. Recently flew them from Tampa to St Kitts via Miami - there really are no other viable alternatives to fly on this route. Gate agents and flight crew ranged from ok to downright surly. No issues on the way down but an 8 hour delay in Miamiâ, Aug 2019,May-19,"Tampa, Florida",Tampa - St. Kitts,Economy,603,1
