,titles,reviews,date_of_review,date_of_travel,locations,destinations,class,number_of_reviews,ratings
499,Functional budget airline,"This airline strikes me as a workhorse airline a cut above budget cheapies but below the brand names including Xiamen airlines  The seats, staff, cabin quality and food service are all in that category. It is designed for price conscious Chinese travelers that also want (the‚", Sep 2017,17-Sep,"Yasothon, Thailand",Dalian - Seoul,Economy,697,3
500,"Nightmare flight, Horrible rude service, terrible food","This was a flight from hell.  We wanted to upgrade from economy class to business class or premium economy, but they wouldn't let us do it over the phone, they wouldn't let us do it at check-in, they wouldn't let us do it at the gate, they wouldn't let us do it until we sat at‚", Sep 2017,17-Sep,"Broomall, Pennsylvania",Siem Reap - New York City,Economy,208,2
501,Excellent service and flight!!,"The flight left on time and arrived on time... and, in between the service provided was excellent!  This segment of my travel was much shorter than my previous ""leg"" but the level of service was just as professional.  The food service and check in was also done efficiently and‚", Sep 2017,17-Sep,"Penang Island, Malaysia",Guangzhou - Penang,Economy,"1,287",5
502,Excellent service& Flight!!,"Having taken this flight several times over the past few years, the professionalism of the service provided just keeps getting better!!  The flight crew are very pleasant and helpful-- never  shying away from trying to help someone with a request!  The movies kept me very busy‚", Sep 2017,17-Sep,"Penang Island, Malaysia",Vancouver - Guangzhou,Economy,"1,287",5
503,A Nightmare Overall,"This was the worst flight experience I have ever had.  China Southern shares responsibility with Delta for the horror I experienced, but even on it's own, China Southern provided the worst service I have ever seen, and I am an experienced traveler.  First, due to a Delta delay,‚", Sep 2017,17-Sep,"Cortland, New York",Ithaca - Bangkok,Economy,82,2
504,Outstanding service -- could not have been better!!!,"This trip from Seoul to Melbourne required changing planes, so I had 2 flights on China Southern airlines.  Both flights were really wonderful: EXCEPTIONALLY helpful/attentive cabin attendants, which made the flights very comfortable.  The seat was comfortable, and the food was‚", Sep 2017,17-Jul,New Jersey,Seoul - Melbourne,Business Class,14,5
505,Worst flight experience,Flew from Christchurch to Thailand return from 6 September 2017 - 19 September 2017. The stopover in Guangzhou was about 3 hours and it seemed like forever. I flew Emirates last time and wished I had booked with them again. The seats are uncomfortable. The staff on board did not‚, Sep 2017,17-Sep,"Christchurch, New Zealand",Christchurch - Bangkok,Economy,11,1
506,Much better than Air China,"I had a trip from Hanoi to Xiamen via Guangzhou. The flight from Hanoi to Guangzhou was 1:15, without delay. They managed to serve food on such a short flight! The food could have been better but it was not bad. The disembarking in Guangzhou was very slow as well as all those‚", Sep 2017,17-Sep,"Delft, The Netherlands",Hanoi - Xiamen,Economy,"5,168",4
507,A low cost airline which is low cost dont expect service or results.,This was the fastest available flight available for the same price ($1600) as Emirates( I am a regular on Emirates).People on my flight said that they booked the same ticket 3 months ago for $700. I am okay with that because mine was last minute. The reason I chose CS over‚, Sep 2017,16-Dec,"Los Angeles, California",Los Angeles - New Delhi,Economy,10,1
508,Extremely bad Airport Service Manager at New Delhi Airport,"I waited this long to document this because I was hoping to get a good resolution from China Southern, but was disappointed.  In 2016, my husband and I bought China Southern tickets for SFO to New Delhi, round trip with double transit in Hangzhou and Guangdong.  For some reason,‚", Sep 2017,16-Oct,USA,San Francisco - New Delhi,Economy,6,1
509,Pretty decent expereince with China Southern!,Flew with China Southern domestic service from Xian to Hang Zhou.    The flight was on time and crews were courteous.    They gave us light dinner even though the flight was only about two hours in duration.     Arrived a little ahead of schedule in Hangzhou.   All in all pretty‚, Sep 2017,16-Oct,"Toronto, Canada",Xi&#39;an - Hangzhou,Economy,525,4
510,"If Emirates and Qatar are a 5, then this has to be a 4.","We were impressed with the level of comfort and attention. Food and wine were most acceptable,and the on board staff very attentive and charming. The aircraft was not the most up to date but it was spotless and comfortable. In flight movies need some updating.  Would fly with‚", Sep 2017,17-Sep,Hobart,Melbourne - Guangzhou,Business Class,61,4
511,Ok flight from Hangzhou to Chongqing,Caught yesterdays flight to Chongqing - the incoming flight was about twenty minutes late in arriving which delayed our flight by forty five minutes late.  Although it was a China Southern flight the plane was an older A320 under the Chongqing Airlines flag. The only inflight‚, Sep 2017,17-Sep,"Perth, Australia",Hangzhou - Chongqing,Economy,"5,117",4
512,"Efficient, professional ..","Okay, it was business class.  But with my 4 flights, Singapore to Guangzhou, Guangzhou to Beihai and return the same way a week later - I can't fault the airline.  3 flights were on time, the 4th however was delayed but was less than an hour.  Food was good, the attendants were‚", Sep 2017,17-Sep,"Liverpool, United Kingdom",Singapore - Beihai,Business Class,117,5
513,Not leaving 2 1/2 hours late would be good,"The plane was modern and fairly clean, with only an old drinking cup lid left on my seat.  The weather wasn't good but certainly wasn't bad.  I've flown in Australia in much worse.  The flight sat on the ground for 2 1/2 hours with no announcements as to why we remained on the‚", Sep 2017,17-Aug,"Sydney, Australia",Shanghai - Dandong,Economy,318,2
514,Value for money,"Very happy with the flight, service and in-flight entertainment.  Food was average but economy usually is on any airline.  We had a long stop over in Guangzhou and were delighted with being given two free hotel rooms (with a choice of many), free shuttle bus to the hotel.  free‚", Sep 2017,17-Jul,"Perth, Australia",Perth - Los Angeles,Economy,1,4
515,Southern china airlines disgusting service,Travelling home from China to home with SCA . Flights in China delayed due to over Booking and poor management.  During 48 hour delays we were not provided with any information by SCA. Running around airport we were lucky to dimd SCA bus to hotel. Ovet 48 hour period no further‚, Sep 2017,17-Jun,,Guangzhou - Melbourne,Economy,9,1
516,China Southern,Return flights from Brisbane and Guangzhou delayed did not try to make up time. Food was terrible even from Australia.Seats and legroom not bad a little wider than most. In flight entertainment a little dated and customer service not the best would not fly with them again if I‚, Sep 2017,17-Aug,"Caloundra, Australia",Brisbane - Guangzhou,Economy,48,3
517,Worst flight,"We're not aware that you are not ALLOWED to use phone or tablet even in flight mode on this carrier, 12 hour flight with no music or anything else etc with five + children buds can't block out will NEVER fly with them again, the staff are very friendly & apologetic for this‚", Sep 2017,17-Sep,"Auckland Central, New Zealand",Auckland - Rome,Economy,19,2
518,Flying SYDNEY to FRANKFURT ? Change airline !!,"I fly CZ a lot, but this was the flight from hell .Arrive Guangzhou Int'l, to find you need a 72 hr visa, to catch the next leg, plus you have to transfer to domestic, 70 mins later we get the visa, then to domestic escorted by CZ staff, another hour till we hit the lounge, so‚", Sep 2017,17-Sep,"Sydney, Australia",Sydney - Frankfurt,Business Class,59,4
519,Uncomfortable seats,This was another typical China flight experience with the flight delayed and no information given. The China Southern lounge in Zhuhai is pretty disgusting and the food and drink not worth looking at. Burger King is probably the best option. The flight was fine although the‚, Sep 2017,17-Sep,"Shanghai, China",Zhuhai - Shanghai,Business Class,627,3
520,Room for improvement,"Flight was ok it take about 5 hr to touch down at Baiyun airport,inflght meal not so attractive as it cater to more for the china passengers.", Sep 2017,16-Nov,"Singapore, Singapore",Singapore - Guangzhou,Economy,45,3
521,It's a terrible airline company,"I traveling a lot around the world, but for all the time that I flew, I had problems only with chinese airlines and twice it was China Southern. Disgusting service, never go to a dialogue, often cancel or delay a flight. if you want to save your time, money and nerves, I do not‚", Sep 2017,17-Aug,"Kiev, Ukraine",Guangzhou - Beijing,Economy,9,1
522,Worest flight ever,"small seats, worst guest service  ,on reaching my destination i found my bag has been opened in china and some item been stolen ,tried contacting them they replied in Chinese language ??? really disappointed", Sep 2017,17-Sep,"Riyadh, Ar Riyad, Saudi Arabia",Toronto - Melbourne,Economy,4,1
